query,tool_call
Kozlov’s prepping for Jaguar’s bi-weekly maintenance and needs a full life support status check. Can you pull up the latest readings for him?,"get_module_status(module='jaguar',system='life_support')"
Lower the cooling settings in Colibrí—Pilot Valdivia just reported the comms array is running hotter than nominal.,"control_system(module='colibri',system='cooling',action='decrease')"
Lower the cooling settings in Quetzal—Nakamura just reported temperatures climbing above nominal.,"control_system(module='quetzal',system='cooling',action='decrease')"
Lower the cooling settings in Vicuña—temperature is approaching the upper limit.,"control_system(module='vicuna',system='cooling',action='decrease')"
Lower the heating level in Colibrí—Pilot Valdivia reports the temperature is rising above nominal.,"control_system(module='colibri',system='heating',action='decrease')"
Lower the heating level in Cóndor—Commander Reyes just reported temperatures are approaching the upper limit.,"control_system(module='condor',system='heating',action='decrease')"
Lower the heating level in Jaguar — Kozlov reports temperatures are climbing above nominal.,"control_system(module='jaguar',system='heating',action='decrease')"
Lower the heating level in Quetzal—Nakamura just reported temperatures climbing above 30°C.,"control_system(module='quetzal',system='heating',action='decrease')"
Lower the heating level in Vicuña—temperature readings are above the normal range and still climbing.,"control_system(module='vicuna',system='heating',action='decrease')"
Medical Officer Lucía Mendoza just reported crew vitals in Quetzal showing distress—what emergency procedure should we initiate for this situation?,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')"
Medical Officer Lucía Mendoza just reported crew vitals in Tucán showing distress—what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')"
Medical Officer Lucía Mendoza just reported crew vitals showing distress in Vicuña—what emergency procedure do we follow?,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')"
Medical Officer Mendoza asked about the slight altitude shift; station logged at 409.2 km vs planned 408 km. How should we respond?,"calculate_trajectory(maneuver='station_keeping',urgency='planned')"
Medical Officer Mendoza just mentioned the medical bay in Tucán feels unusually warm—can you pull the temperature logs for the last six hours so I can check?,"get_telemetry(module='tucan',metric='temperature',timeframe_hours=6)"
Medical Officer Mendoza just noted Colibrí’s inertial reference is off by 0.8 degrees—has anyone else noticed this degradation?,"schedule_maintenance(module='colibri',task='system_calibration',priority='urgent')"
Medical Officer Mendoza just reported Colibrí's power load is reading 95%—what should we do about that?,"control_system(module='colibri',system='lighting',action='deactivate')"
Medical Officer Mendoza just reported Quetzal's power levels are at 95%—what should we do?,"control_system(module='quetzal',system='lighting',action='deactivate')"
Medical Officer Mendoza just reported Tucán’s battery level is reading 96%—should we be concerned about the spike?,"control_system(module='tucan',system='lighting',action='deactivate')"
Medical Officer Mendoza just reported Tucán’s temperature hitting 43°C—should we check the environmental controls?,"control_system(module='tucan',system='cooling',action='increase')"
Medical Officer Mendoza just reported Tucán’s temperature is reading 17°C and dropping—what’s the next step?,"control_system(module='tucan',system='heating',action='activate')"
Medical Officer Mendoza just reported Vicuña’s storage temperature hitting 58°C—should we be concerned?,"control_system(module='vicuna',system='cooling',action='increase')"
Medical Officer Mendoza just reported an urgent shortage of critical medical supplies—can we get an emergency resupply initiated immediately?,"request_supply(category='medical',urgency='emergency')"
Medical Officer Mendoza just reported an urgent shortage of critical medical supplies—can we get an emergency resupply request in before the next cargo window?,"request_supply(category='medical',urgency='emergency')"
Medical Officer Mendoza just reported an urgent software update needed in Tucán—can we schedule this immediately?,"schedule_maintenance(module='tucan',task='software_update',priority='urgent')"
Medical Officer Mendoza just reported critical shortages in the medical bay—we need emergency supplies sent up immediately.,"request_supply(category='medical',urgency='emergency')"
Medical Officer Mendoza just reported feeling unwell—can we get a real-time health status check for everyone in Tucán?,"get_crew_status(module='tucan',info='health')"
Medical Officer Mendoza just reported our medical supplies in the Colibrí module are down to 12%—what's our next move?,"request_supply(category='medical',urgency='emergency')"
Medical Officer Mendoza just reported our spare parts inventory is down to 10% after replacing the oxygen regulator in Cóndor—should we prioritize resupply?,"request_supply(category='spare_parts',urgency='emergency')"
Medical Officer Mendoza just reported power cell degradation in Tucán — schedule an urgent swap before the next crew sleep cycle.,"schedule_maintenance(module='tucan',task='power_cell_swap',priority='urgent')"
Medical Officer Mendoza just reported that the Vicuña module's medical supply cache is running dangerously low—can we expedite a resupply request for essential medical items?,"request_supply(category='medical',urgency='expedited')"
Medical Officer Mendoza just reported that the Vicuña module's spare parts are down to 25% of annual consumption—how should we proceed?,"request_supply(category='spare_parts',urgency='expedited')"
Medical Officer Mendoza just reported the Colibrí module's temperature gauge is reading 57°C—what's our next move?,"control_system(module='colibri',system='cooling',action='increase')"
Medical Officer Mendoza just reported the Quetzal module feels unusually warm—her console shows 48°C. What's the next step?,"control_system(module='quetzal',system='cooling',action='increase')"
Medical Officer Mendoza just reported the air feels unusually dry—Vicuña's humidity gauge is holding steady at 28%,"control_system(module='vicuna',system='ventilation',action='increase')"
Medical Officer Mendoza just reported the air filters in Tucán are clogged and need immediate replacement—can we get this scheduled as top priority before the next shift change?,"schedule_maintenance(module='tucan',task='filter_replacement',priority='urgent')"
Medical Officer Mendoza just reported the air in Colibrí feels unusually damp—sensors confirm humidity holding steady at 72%,"control_system(module='colibri',system='ventilation',action='increase')"
Medical Officer Mendoza just reported the air in Quetzal feels unusually damp—sensors confirm humidity holding steady at 73%,"control_system(module='quetzal',system='ventilation',action='increase')"
Medical Officer Mendoza just reported the air in Tucán feels unusually thick—humidity gauge is reading 66% and still rising,"control_system(module='tucan',system='ventilation',action='increase')"
Medical Officer Mendoza just reported the humidity gauge in Vicuña is reading 18% higher than usual—can you pull the 12-hour trend for that storage module?,"get_telemetry(module='vicuna',metric='humidity',timeframe_hours=12)"
Medical Officer Mendoza mentioned the crew’s biosign monitors in Cóndor are reading 5.2% higher than baseline—could the impending calibration be affecting sensor accuracy?,"schedule_maintenance(module='condor',task='system_calibration',priority='routine')"
Medical Officer Mendoza reports Vicuña module is drawing 94% power—should we investigate further?,"control_system(module='vicuna',system='lighting',action='deactivate')"
Medical Officer Mendoza reports the Colibrí module's research freezer just hit 75 days of remaining cryo-preservant—should we adjust supply runs?,"request_supply(category='scientific',urgency='routine')"
Medical Officer Mendoza reports urgent need for emergency medical supplies—initiate immediate restock from Vicuña cargo.,"request_supply(category='medical',urgency='emergency')"
Medical Officer Mendoza reports urgent need for emergency medical supplies—initiate immediate restock from Vicuña.,"request_supply(category='medical',urgency='emergency')"
"Medical Officer Mendoza, could you review the latest health metrics from the crew's biometric scans before the next shift change?","send_message(recipient='medical_officer',priority='medium')"
"Medical Officer Mendoza, urgent message incoming—Kai's just reported a sudden drop in pressure in Quetzal, and it's still falling. Need your assessment immediately.","send_message(recipient='medical_officer',priority='urgent')"
"Medical Officer Mendoza, urgent message incoming—crew vitals from Tucán are showing irregular patterns during the last sleep cycle. Need immediate review.","send_message(recipient='medical_officer',priority='urgent')"
"Medical Officer Mendoza, urgent message incoming—respond immediately to ground control.","send_message(recipient='medical_officer',priority='urgent')"
Medical supplies in Vicuña are running critically low—can we get an expedited resupply before the next crew rotation?,"request_supply(category='medical',urgency='expedited')"
Mendoza says it’s getting warm in the medical bay on Tucán. Could you pull the temperature data from the past six hours to verify?,"get_telemetry(module='tucan',metric='temperature',timeframe_hours=6)"
Nakamura just reported a critical power cell failure in Quetzal—we need an urgent maintenance slot for a swap.,"schedule_maintenance(module='quetzal',task='power_cell_swap',priority='urgent')"
