id,query,tool_call
Q-02144,Can we get the current power status for Jaguar? Kozlov mentioned fluctuations during his last check.,"get_module_status(module='jaguar',system='power')"
Q-02145,Can we get the current status of the communications system in Tucán? Lucía reported some issues during her last check.,"get_module_status(module='tucan',system='communications')"
Q-02146,Jaguar oxygen concentration has dropped to 15.7% and is still falling — should we flag this to Commander Reyes immediately?,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')"
Q-02147,Where is Engineer Kozlov currently located within Jaguar module?,"get_crew_status(module='jaguar',info='location')"
Q-02148,Oxygen concentration in Vicuña just dropped to 13.9% and still falling—Commander Reyes reports crew feeling lightheaded. What’s the emergency response for this?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-02149,"Crew in Vicuña reporting headaches, CO2 concentration just hit 2.6% and still climbing—what emergency procedure should we initiate for this?","activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02150,Jaguar power grid showing 98.2% consumption and climbing rapidly — Kai Nakamura reports fluctuating readings in the life support systems. What emergency procedure do we initiate here?,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-02151,We’ve got a voltage fluctuation on the Colibrí power bus—sensors just hit 130.1 V and still fluctuating. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-02152,"Kai just reported headaches in Jaguar, and CO2 sensors are reading 2.7%—what emergency steps do we take for this scenario?","activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02153,Tucán CO2 sensors are reading 2.1% and climbing—crew reporting headaches. What emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02154,I need to log an alert — Quetzal pressure sensors are reading 87.2 kPa and dropping. What emergency steps should we initiate for this situation?,"send_alert(module='quetzal',severity='high',reason='pressure_drop')"
Q-02155,We’ve got a rapid temperature rise in Colibrí—2.9 degrees per minute and still climbing. What emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-02156,Generate the planned station-keeping trajectory for Kuntur Station at 408 km altitude.,"calculate_trajectory(maneuver='station_keeping',urgency='planned')"
Q-02157,Nakamura just reported an urgent need for additional scientific supplies—can we expedite a resupply request to ensure the Quetzal experiments stay on schedule?,"request_supply(category='scientific',urgency='expedited')"
Q-02158,Radiation sensors in Quetzal are reading 7.2 mSv/hr—what emergency response should we initiate?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-02159,Hull stress readings in Quetzal have hit 92.1% — Kai Nakamura reports possible micrometeorite impact. What emergency steps do we take?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02160,Radiation sensors in Quetzal are reading 7.4 mSv/hr—what emergency response should we initiate?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-02161,"We’ve got a rapid pressure drop in Quetzal, currently reading 82.6 kPa—what emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-02162,We need to expedite a scientific supply request—Quetzal is running low on critical experiment materials.,"request_supply(category='scientific',urgency='expedited')"
Q-02163,We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO.,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
Q-02164,Radiation sensors in Quetzal are reading 11.0 mSv/hr and climbing — what emergency steps should we take for this scenario?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-02165,Jaguar oxygen concentration has dropped to 12.9%—Engineer Kozlov reports crew experiencing lightheadedness. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-02169,Oxygen in Quetzal is trending down—just hit 14.8%. Specialists in the module now—what emergency steps do we take?,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')"
Q-02170,"Ana Valdivia just checked in from Colibrí—what’s her current activity, and is she still at the comms station?","get_crew_status(module='colibri',info='current_activity')"
Q-02171,Hull stress readings in Quetzal have hit 94.1% and are rising—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02172,Hull stress readings in Colibrí have hit 89.8% — Kai Nakamura just reported possible micrometeorite impact. What emergency steps do we initiate?,"send_alert(module='colibri',severity='high',reason='structural_damage')"
Q-02174,Radiation sensors in Colibrí just spiked to 5.6 mSv/hr—Commander Reyes wants to know what emergency steps we need to take right now.,"send_alert(module='colibri',severity='critical',reason='radiation_spike')"
Q-02175,Radiation sensors in Quetzal are reading 2.7 mSv/hr and rising—what emergency steps should we take station-wide?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Q-02176,Give me the radiation levels in Tucán for the last 12 hours—need to verify exposure trends.,"get_telemetry(module='tucan',metric='radiation',timeframe_hours=12)"
Q-02177,Fatima just reported headaches in Vicuña—CO2 sensors are reading 2.8% and climbing. Should we flag this to Commander Reyes immediately?,"send_alert(module='vicuna',severity='high',reason='oxygen_leak')"
Q-02178,Ana Valdivia just reported oxygen concentration in Jaguar has dropped to 14.3% over the last 30 minutes — should we escalate this to command?,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')"
Q-02179,Radiation sensors in Vicuña are reading 8.5 mSv/hr and climbing — should we flag this to Commander Reyes immediately?,"send_alert(module='vicuna',severity='critical',reason='radiation_spike')"
Q-02181,Tucán hull stress sensors just spiked to 90.5% — Kai Nakamura reports possible micrometeorite impact. Do we flag this for command?,"send_alert(module='tucan',severity='high',reason='structural_damage')"
Q-02182,Kozlov just reported that Jaguar's life support systems need immediate recalibration—can we schedule this as top priority before the next shift change?,"schedule_maintenance(module='jaguar',task='system_calibration',priority='urgent')"
Q-02183,Tucán pressure sensors just hit 71.4 kPa and still dropping—Commander Reyes reports a possible hull breach. What emergency procedure do we initiate right now?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Q-02184,Tucán power bus showing 136.0 V voltage fluctuation — Commander Reyes reports lights flickering. What emergency procedure covers this scenario?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-02185,Radiation sensors in Quetzal are reading 3.3 mSv/hr and rising—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Q-02186,We’ve got a pressure anomaly in Colibrí—readings are at 86.5 kPa and still dropping. What emergency steps should we take for this situation?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-02187,Vicuña power bus voltage just hit 96.9 V and is fluctuating—what emergency response should we initiate?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Q-02188,Tucán airlock equalization rate is showing 0.9 kPa per minute and still increasing—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-02189,Cóndor airlock equalization rate is at 1.1 kPa per minute and rising—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-02190,We’ve got a pressure anomaly in Colibrí—readings are at 87.6 kPa and still declining. What emergency steps should we take for this situation?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-02191,We’ve got a rapid pressure drop in Jaguar—sensors just hit 80.9 kPa and still falling. Commander Reyes reports possible hull breach. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-02193,Cóndor hull stress sensors are reading 86.8% and climbing—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02196,Cóndor hull stress sensors are reading 85.8% and climbing—Reyes just confirmed possible micrometeorite impact. Do we flag this for immediate review?,"send_alert(module='condor',severity='high',reason='structural_damage')"
Q-02199,"Kozlov just reported the water filtration system in Jaguar is showing signs of imminent failure—scheduled replacement can't wait, needs to happen now.","schedule_maintenance(module='jaguar',task='filter_replacement',priority='urgent')"
Q-02200,Radiation sensors in Vicuña are reading 5.1 mSv/hr and climbing — what emergency procedure do we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02201,Can we get the current power status for Colibrí before the next shift change?,"get_module_status(module='colibri',system='power')"
